Twinned,Orientation,Strain_level,Grain_size,Triple_points,Near_edge,T_SF1,T_SF2,T_SF3,T_SF4,T_SF5,T_SF6,S_SF1,S_SF2,S_SF3,Neighbor_grain_n,Max_B-b_m,Min_B-b_m,Mean_B-b_m,Max_B-t_m,Min_B-t_m,Mean_B-t_m,Max_Gbmisang,Min_Gbmisang,Mean_Gbmisang,Max_deltaGs,Min_deltaGs,Mean_deltaGs,Max_deltaBSF,Min_deltaBSF,Mean_deltaBSF
0,90,0.06,9.28,7,1,-0.0173,-0.0218,-0.2332,-0.2464,-0.4337,-0.4514,0.1380,0.0995,0.0385,8,0.9611,0.4260,0.7692,0.9892,0.0006,0.3127,52.50,15.43,34.53,1.11,-6.70,-3.64,0.3322,0.0373,0.1527
0,90,0.06,7.86,7,0,-0.0857,-0.0969,-0.1090,-0.1214,-0.4520,-0.4757,0.1612,0.1559,0.0052,7,0.9720,0.3945,0.7618,0.9594,0.0048,0.3486,51.54,12.61,29.66,7.83,-5.48,-0.28,0.2759,-0.1440,0.0530
0,90,0.06,3.72,6,0,0.0035,0.0024,-0.3252,-0.3366,-0.3886,-0.4010,0.1060,0.0599,0.0461,6,0.9367,0.4486,0.7488,0.9474,0.0027,0.3448,49.80,19.31,33.26,8.67,-2.08,3.33,0.3702,-0.0879,0.1589
0,90,0.06,2.38,3,0,-0.0756,-0.0899,-0.0901,-0.1053,-0.4287,-0.4583,0.2003,0.1961,0.0042,3,0.9005,0.6873,0.8165,0.8656,0.0215,0.3347,34.85,25.01,28.56,6.06,1.14,4.23,0.2368,-0.0391,0.1226
0,90,0.06,5.62,6,0,-0.0675,-0.0741,-0.1591,-0.1689,-0.4683,-0.4847,0.1169,0.1028,0.0141,6,0.9131,0.5297,0.8011,0.7417,0.0002,0.3066,51.34,20.91,33.11,11.81,-2.68,3.88,0.2664,-0.0661,0.0730
0,90,0.06,4.76,5,0,-0.0032,-0.0032,-0.3383,-0.3384,-0.4068,-0.4070,0.0011,0.0006,0.0005,5,0.9199,0.1814,0.7018,0.7835,0.0088,0.3139,64.92,21.89,38.39,34.72,-2.77,7.61,0.3864,0.0749,0.2045
0,90,0.06,7.27,8,0,0.1754,0.1613,0.0394,-0.0062,-0.0736,-0.1333,0.4702,0.3296,0.1406,8,0.8640,0.0258,0.3736,0.9590,0.0004,0.3257,72.44,30.42,55.69,2.01,-3.71,-2.26,-0.0275,-0.3662,-0.2347
0,90,0.06,7.05,6,0,-0.0169,-0.0229,-0.2125,-0.2281,-0.4276,-0.4493,0.1670,0.1242,0.0428,6,0.8394,0.7085,0.7629,0.8404,0.0066,0.3014,46.48,28.08,37.79,2.29,-4.42,-1.35,0.2701,-0.0589,0.1418
0,90,0.06,16.42,9,0,0.0194,0.0175,-0.2953,-0.3167,-0.3548,-0.3782,0.2001,0.1128,0.0873,9,0.9707,0.3703,0.7644,0.8631,0.0005,0.3183,52.60,13.15,32.91,-0.94,-13.22,-7.30,0.2957,-0.1883,0.0254
0,90,0.06,2.93,4,0,0.0727,0.0570,-0.0621,-0.0972,-0.2528,-0.3036,0.3833,0.2969,0.0864,4,0.8996,0.3718,0.6814,0.7749,0.0018,0.3169,55.52,20.91,37.11,14.50,2.68,7.95,-0.0963,-0.3655,-0.2471
0,90,0.06,4.87,5,0,-0.0602,-0.0746,-0.0968,-0.1137,-0.4201,-0.4513,0.2149,0.2035,0.0113,5,0.9611,0.0802,0.5671,0.9643,0.0098,0.3241,61.41,15.43,39.72,4.47,-1.06,2.02,0.2553,-0.0768,0.0878
0,90,0.06,7.08,7,0,0.0767,0.0672,-0.1272,-0.1642,-0.2580,-0.3046,0.3729,0.2503,0.1226,7,0.8659,0.6832,0.7586,0.8392,0.0094,0.3250,42.73,22.76,34.38,5.31,-5.45,-2.11,0.0211,-0.3582,-0.2546
0,90,0.06,9.35,10,0,0.0014,-0.0143,-0.0942,-0.1194,-0.3556,-0.3965,0.2954,0.2531,0.0423,10,0.9164,0.6679,0.7790,0.9116,0.0158,0.3295,38.10,23.24,30.79,-1.74,-7.44,-4.81,0.1809,-0.2851,-0.0146
0,90,0.06,17.43,12,0,0.0075,0.0071,-0.3419,-0.3554,-0.3656,-0.3795,0.1230,0.0645,0.0585,11,0.9763,0.7144,0.8564,0.8595,0.0162,0.3332,41.66,9.72,26.16,-3.71,-15.63,-9.23,0.2603,-0.1052,0.0673
0,90,0.06,4.05,4,0,0.0815,0.0796,-0.1976,-0.2248,-0.2379,-0.2670,0.3688,0.1969,0.1720,4,0.9299,0.6693,0.7622,0.9353,0.0143,0.3448,38.41,19.37,31.34,4.44,1.65,3.49,0.0503,-0.3180,-0.1611
1,90,0.06,39.48,41,0,0.0069,0.0055,-0.3144,-0.3289,-0.3825,-0.3984,0.1360,0.0776,0.0584,40,0.9734,0.0880,0.7697,0.9680,0.0006,0.3262,74.99,12.63,33.02,-12.19,-37.60,-32.73,0.3608,-0.1349,0.0767
0,90,0.06,3.80,4,0,0.4081,0.4079,0.3616,0.3611,0.3185,0.3178,0.3861,0.1943,0.1918,4,0.0955,0.0258,0.0571,0.8107,0.0210,0.3078,81.41,61.41,71.45,3.47,0.29,1.44,0.0841,-0.1712,-0.0319
0,90,0.06,6.19,4,0,0.0095,-0.0069,-0.0861,-0.1125,-0.3422,-0.3849,0.3089,0.2640,0.0449,4,0.6878,0.1832,0.4344,0.8097,0.0039,0.2366,62.13,42.74,53.63,8.01,2.97,4.92,0.1515,-0.3005,-0.1641
0,90,0.06,7.56,5,0,-0.0492,-0.0567,-0.1688,-0.1815,-0.4530,-0.4731,0.1465,0.1234,0.0231,5,0.9285,0.7675,0.8609,0.8086,0.0300,0.3144,36.16,19.70,27.13,8.13,-1.64,2.92,0.1437,-0.1293,0.0241
0,90,0.06,12.97,8,0,0.1310,0.1148,0.0004,-0.0408,-0.1512,-0.2086,0.4403,0.3288,0.1115,8,0.9215,0.0760,0.6280,0.9814,0.0001,0.3437,74.93,18.71,39.99,4.14,-8.50,-2.41,0.0555,-0.3799,-0.1571
0,90,0.06,10.39,9,0,-0.0599,-0.0642,-0.1842,-0.1916,-0.4738,-0.4855,0.0849,0.0713,0.0135,9,0.9425,0.2500,0.7495,0.9190,0.0042,0.3148,71.11,17.83,33.03,3.02,-8.40,-4.91,0.3270,-0.0838,0.1145
0,90,0.06,4.03,4,0,0.4079,0.4054,0.3630,0.3562,0.3209,0.3116,0.3874,0.2108,0.1766,4,0.6498,0.0880,0.3306,0.9783,0.0001,0.3413,74.99,38.96,58.67,35.45,-0.69,9.35,0.0505,-0.3864,-0.1578
0,90,0.06,2.64,4,0,0.0106,0.0047,-0.2256,-0.2474,-0.3845,-0.4123,0.2212,0.1502,0.0711,4,0.9587,0.5855,0.7595,0.8489,0.0025,0.3113,47.55,16.09,32.46,6.71,2.20,4.78,0.1490,-0.0542,0.0426
0,90,0.06,6.37,4,0,-0.0316,-0.0404,-0.1686,-0.1850,-0.4314,-0.4566,0.1858,0.1517,0.0341,4,0.8828,0.6387,0.7140,0.7055,0.0349,0.3142,48.26,17.17,31.11,33.11,-0.18,10.46,0.0741,-0.1689,-0.0714
0,90,0.06,5.78,5,0,-0.0398,-0.0417,-0.2289,-0.2333,-0.4677,-0.4740,0.0480,0.0366,0.0114,5,0.9112,0.7143,0.8142,0.8425,0.0610,0.3500,32.83,22.68,26.83,6.61,-3.87,1.54,0.3825,-0.0298,0.1662
0,90,0.06,3.45,5,0,0.0322,0.0321,-0.3041,-0.3043,-0.3316,-0.3318,0.2455,0.1228,0.1227,5,0.8973,0.5864,0.7971,0.7946,0.0006,0.3021,56.37,25.28,34.64,36.03,0.07,9.90,0.1573,-0.1525,0.0159
1,90,0.06,5.86,5,0,-0.0009,-0.0044,-0.2647,-0.2801,-0.4085,-0.4273,0.1529,0.1000,0.0529,5,0.9644,0.5879,0.8546,0.9666,0.0146,0.3436,42.07,15.31,23.31,33.62,-1.85,8.43,0.2482,-0.0844,0.0844
0,90,0.06,4.00,3,0,0.0852,0.0669,-0.0243,-0.0600,-0.2224,-0.2765,0.4011,0.3235,0.0776,3,0.9122,0.2373,0.6741,0.9367,0.0128,0.3420,54.84,23.20,33.99,7.63,1.85,5.68,-0.0992,-0.2482,-0.1565
0,90,0.06,8.49,7,0,-0.0216,-0.0306,-0.1717,-0.1898,-0.4199,-0.4470,0.2025,0.1615,0.0410,7,0.9721,0.3621,0.7639,0.8724,0.0015,0.3282,42.92,12.75,26.94,3.39,-4.81,-2.09,0.2418,-0.1617,0.0748
0,90,0.06,1.99,4,0,0.0097,0.0010,-0.1830,-0.2067,-0.3791,-0.4115,0.2510,0.1838,0.0672,4,0.9201,0.5335,0.7715,0.7519,0.0007,0.3131,53.46,18.91,31.96,37.49,1.35,10.94,0.1869,-0.2413,-0.0446
0,90,0.06,5.32,5,0,0.0207,0.0185,-0.2885,-0.3107,-0.3539,-0.3783,0.2079,0.1186,0.0893,5,0.9425,0.8545,0.8889,0.7797,0.0205,0.3337,31.27,18.28,22.76,13.43,-1.25,4.00,0.1897,-0.1231,-0.0169
0,90,0.06,3.52,5,0,0.0889,0.0720,-0.0359,-0.0725,-0.2219,-0.2754,0.4028,0.3147,0.0881,5,0.8805,0.1481,0.6538,0.9274,0.0000,0.2988,79.07,25.43,42.15,1.95,-1.26,0.35,-0.0232,-0.2844,-0.1284
0,90,0.06,5.05,5,0,0.0353,0.0233,-0.1310,-0.1607,-0.3270,-0.3687,0.3193,0.2398,0.0794,5,0.9758,0.1852,0.5083,0.8636,0.0087,0.3193,64.58,12.61,43.22,6.58,-2.35,1.10,0.1509,-0.2303,-0.0422
0,90,0.06,11.11,6,0,0.0364,0.0119,0.0080,-0.0205,-0.2571,-0.3102,0.3646,0.3462,0.0184,6,0.9641,0.2407,0.5619,0.9617,0.0003,0.3512,48.07,11.72,32.25,6.00,-7.77,-0.18,-0.0744,-0.2767,-0.1615
0,90,0.06,3.34,6,0,0.1287,0.1160,-0.0337,-0.0764,-0.1602,-0.2156,0.4379,0.3040,0.1340,6,0.9201,0.5511,0.7523,0.9211,0.0028,0.3440,43.72,18.93,31.99,36.14,-1.35,6.74,-0.0505,-0.4282,-0.2078
0,90,0.06,5.47,4,0,0.2081,0.1899,0.1118,0.0676,-0.0099,-0.0723,0.4764,0.3603,0.1161,4,0.9736,0.2422,0.6021,0.9068,0.0157,0.3387,62.24,11.19,39.14,8.37,-3.08,2.83,-0.0459,-0.4661,-0.2239
0,90,0.06,2.39,4,0,-0.0292,-0.0295,-0.2572,-0.2581,-0.4605,-0.4618,0.0103,0.0074,0.0029,4,0.8350,0.3682,0.6606,0.8398,0.0043,0.2946,57.13,32.89,42.17,11.45,2.45,5.99,0.4661,0.2124,0.3067
0,90,0.06,5.70,5,0,-0.0033,-0.0039,-0.3242,-0.3295,-0.4091,-0.4151,0.0508,0.0298,0.0210,5,0.9378,0.2786,0.7282,0.8552,0.0033,0.3321,61.03,18.33,33.86,8.01,-1.65,2.17,0.3683,0.0661,0.2192
0,90,0.06,5.95,7,0,0.0646,0.0584,-0.1791,-0.2144,-0.2782,-0.3198,0.3435,0.2135,0.1300,7,0.9705,0.4032,0.6595,0.9406,0.0007,0.3225,55.80,11.84,37.84,4.44,-2.61,-0.44,0.0944,-0.3425,-0.1198
0,90,0.06,3.33,4,0,-0.0649,-0.0718,-0.1596,-0.1699,-0.4657,-0.4829,0.1228,0.1075,0.0153,4,0.8918,0.4610,0.6816,0.7793,0.0241,0.3231,35.55,13.35,24.45,13.78,4.74,8.44,0.2418,-0.0349,0.0747
0,90,0.06,13.72,8,0,0.0250,0.0245,-0.3119,-0.3251,-0.3360,-0.3497,0.2175,0.1119,0.1057,8,0.9707,0.5740,0.8111,0.9776,0.0139,0.3345,43.22,11.65,28.63,3.71,-9.01,-3.46,0.1192,-0.2057,-0.0553
0,90,0.06,6.78,4,0,-0.0038,-0.0040,-0.3322,-0.3341,-0.4096,-0.4117,0.0178,0.0103,0.0075,4,0.9763,0.6209,0.7876,0.9292,0.0054,0.3352,40.82,9.72,27.95,10.65,-3.84,3.77,0.3655,0.1052,0.2733
0,90,0.06,2.70,4,0,0.4969,0.4967,0.4958,0.4937,0.4880,0.4857,0.0889,0.0585,0.0305,4,0.2918,0.0737,0.1889,0.8348,0.0057,0.3141,77.23,58.98,67.40,8.93,0.88,3.39,0.3537,0.1037,0.2195
0,90,0.06,7.61,7,0,0.1186,0.1001,0.0072,-0.0318,-0.1669,-0.2243,0.4305,0.3387,0.0918,7,0.9736,0.3654,0.6938,0.9300,0.0000,0.3370,55.36,11.19,34.78,6.23,-5.70,0.96,0.0459,-0.4124,-0.2250
0,90,0.06,4.54,6,0,0.0483,0.0465,-0.2544,-0.2866,-0.2905,-0.3245,0.2956,0.1600,0.1356,6,0.8805,0.2779,0.7466,0.8401,0.0019,0.3229,59.53,25.43,34.66,9.20,-1.09,2.90,0.1770,-0.2507,-0.0661
0,90,0.06,5.47,6,0,0.0823,0.0734,-0.1279,-0.1660,-0.2474,-0.2943,0.3796,0.2493,0.1303,6,0.8036,0.1227,0.5177,0.8641,0.0001,0.2759,78.01,34.73,53.80,34.01,-3.21,5.41,0.1075,-0.3111,-0.1008
0,90,0.06,4.76,5,0,-0.0275,-0.0298,-0.2466,-0.2531,-0.4541,-0.4630,0.0685,0.0496,0.0189,5,0.9197,0.4808,0.7215,0.9288,0.0030,0.3232,56.13,17.73,35.46,34.72,0.71,10.07,0.4186,0.0675,0.2230
0,90,0.06,8.44,10,0,0.0740,0.0640,-0.1245,-0.1609,-0.2630,-0.3094,0.3702,0.2523,0.1179,10,0.9668,0.5357,0.7375,0.9826,0.0008,0.3224,47.55,12.27,34.33,2.07,-6.06,-2.92,0.0669,-0.2662,-0.1351
0,90,0.06,3.00,4,0,-0.1091,-0.1145,-0.1168,-0.1224,-0.4767,-0.4922,0.1040,0.1032,0.0008,4,0.8133,0.6953,0.7485,0.8608,0.0361,0.3265,37.87,29.65,34.43,6.86,0.60,3.58,0.3319,0.1311,0.2637
0,90,0.06,5.92,4,0,-0.0543,-0.0624,-0.1593,-0.1720,-0.4537,-0.4744,0.1494,0.1286,0.0208,4,0.9751,0.9013,0.9487,0.6845,0.0138,0.3268,22.79,11.47,16.50,7.16,-0.54,3.05,0.1408,-0.0028,0.0765
0,90,0.06,2.26,5,0,0.0253,0.0079,-0.0708,-0.0994,-0.3163,-0.3622,0.3328,0.2825,0.0503,5,0.5378,0.1481,0.3629,0.9796,0.0025,0.2531,79.07,54.12,59.95,9.53,1.26,4.85,0.1543,-0.2143,0.0393
0,90,0.06,4.74,5,0,-0.0325,-0.0381,-0.0537,-0.0598,-0.3515,-0.3944,0.2889,0.2863,0.0026,5,0.9313,0.0270,0.5064,0.9697,0.0010,0.3093,81.41,18.30,46.45,12.29,-0.93,3.09,0.1538,-0.0740,0.0207
0,90,0.06,9.15,7,0,-0.0712,-0.0770,-0.1617,-0.1701,-0.4739,-0.4880,0.1007,0.0888,0.0119,7,0.8951,0.1772,0.6666,0.9070,0.0024,0.3009,60.32,22.72,39.25,5.04,-5.44,0.11,0.3597,-0.0908,0.1214
0,90,0.06,6.63,5,0,-0.0800,-0.0849,-0.1578,-0.1645,-0.4809,-0.4924,0.0814,0.0731,0.0083,5,0.8319,0.2440,0.6152,0.7312,0.0053,0.2761,58.07,27.89,43.05,10.80,-1.03,3.96,0.2897,0.0287,0.1503
0,90,0.06,4.98,4,0,0.0140,0.0070,-0.2075,-0.2310,-0.3765,-0.4071,0.2420,0.1681,0.0740,5,0.9454,0.0462,0.6161,0.8980,0.0002,0.2859,79.28,18.52,42.85,34.50,-2.99,6.15,0.1698,-0.2323,-0.0283
0,90,0.06,3.65,4,0,0.0069,0.0064,-0.3415,-0.3545,-0.3683,-0.3818,0.1184,0.0625,0.0560,4,0.8001,0.5378,0.6691,0.9475,0.0008,0.3310,54.12,28.07,38.65,7.49,-1.38,1.72,0.3542,0.1772,0.2575
0,90,0.06,4.09,7,0,0.1461,0.1214,0.0890,0.0518,-0.0974,-0.1593,0.4427,0.3865,0.0562,7,0.9313,0.0955,0.4345,0.9624,0.0021,0.3307,70.52,18.30,51.28,12.94,-1.39,2.22,0.0275,-0.3537,-0.1541
0,90,0.06,4.84,6,0,0.0032,-0.0041,-0.2036,-0.2249,-0.3939,-0.4225,0.2227,0.1601,0.0626,6,0.9587,0.6329,0.8122,0.8679,0.0132,0.3311,40.20,16.09,28.19,9.00,-2.45,3.02,0.1475,-0.2124,0.0002
0,90,0.06,3.61,4,0,0.1425,0.1151,0.1084,0.0733,-0.0897,-0.1521,0.4358,0.4016,0.0342,4,0.9230,0.3790,0.7171,0.8505,0.0026,0.3450,52.00,22.21,34.83,6.90,-0.60,2.99,-0.0063,-0.3319,-0.1682
0,90,0.06,8.12,5,0,0.0440,0.0197,0.0098,-0.0196,-0.2489,-0.3025,0.3711,0.3483,0.0228,5,0.7144,0.2440,0.5093,0.9790,0.0003,0.3417,58.07,32.58,43.60,9.31,-1.49,2.40,-0.0841,-0.3533,-0.2472
0,90,0.06,5.23,5,0,0.0128,0.0122,-0.3307,-0.3482,-0.3545,-0.3725,0.1586,0.0832,0.0754,5,0.8965,0.2745,0.7057,0.9397,0.0146,0.3181,71.76,20.50,35.78,5.16,-1.60,1.49,0.2415,-0.0737,0.1392
0,90,0.06,9.14,7,0,-0.0218,-0.0231,-0.2669,-0.2712,-0.4493,-0.4550,0.0449,0.0311,0.0138,7,0.8842,0.4798,0.7191,0.9541,0.0038,0.3059,49.29,27.91,38.74,4.60,-4.60,-0.69,0.4277,-0.0280,0.1783
0,90,0.06,11.63,9,0,0.0116,0.0001,-0.1451,-0.1706,-0.3652,-0.4022,0.2791,0.2163,0.0627,9,0.9758,0.1805,0.7945,0.9372,0.0125,0.3203,68.80,12.61,26.70,27.85,-8.93,-1.15,0.1220,-0.1901,-0.0601
0,90,0.06,6.19,6,0,-0.0514,-0.0546,-0.0706,-0.0741,-0.3803,-0.4190,0.2599,0.2586,0.0013,7,0.8942,0.1569,0.6528,0.8303,0.0056,0.3036,64.44,24.46,35.97,33.29,-3.82,4.42,0.1940,-0.2150,-0.0578
1,90,0.06,15.48,8,0,0.2135,0.2104,0.0370,0.0147,-0.0168,-0.0421,0.4939,0.2676,0.2264,8,0.7533,0.0030,0.4169,0.8787,0.0001,0.3233,86.89,31.74,53.91,0.94,-13.20,-6.31,0.0019,-0.4743,-0.2805
0,90,0.06,6.10,6,0,0.1001,0.0958,-0.1461,-0.1886,-0.2019,-0.2489,0.4001,0.2294,0.1706,6,0.8965,0.1758,0.6157,0.8721,0.0018,0.3110,74.29,20.50,42.23,6.74,-2.48,1.04,-0.0018,-0.3982,-0.2333
0,90,0.06,5.10,6,0,0.0168,0.0093,-0.1990,-0.2236,-0.3706,-0.4027,0.2532,0.1771,0.0761,6,0.9705,0.4776,0.7314,0.8199,0.0001,0.2930,49.52,11.84,35.15,7.75,-1.76,1.08,0.1847,-0.2513,-0.0748
0,90,0.06,3.92,6,0,-0.0619,-0.0624,-0.1999,-0.2007,-0.4851,-0.4864,0.0097,0.0080,0.0017,6,0.9016,0.1234,0.6844,0.8966,0.0108,0.2981,81.24,18.91,37.93,2.27,-1.94,0.35,0.4282,0.2323,0.3003
0,90,0.06,3.58,4,0,0.0192,0.0185,-0.3177,-0.3389,-0.3413,-0.3633,0.1926,0.1011,0.0915,4,0.9500,0.0737,0.5900,0.8079,0.0111,0.3036,77.23,16.79,42.62,13.45,-0.88,5.28,0.2501,-0.1037,0.0787
0,90,0.06,8.16,5,0,0.0945,0.0851,-0.1073,-0.1471,-0.2243,-0.2735,0.3977,0.2620,0.1357,5,0.8951,0.3287,0.5854,0.8518,0.0034,0.2833,74.01,22.02,47.01,10.59,-4.53,1.20,0.0006,-0.2391,-0.1418
0,90,0.06,4.81,4,0,-0.0898,-0.0899,-0.1631,-0.1633,-0.4952,-0.4955,0.0019,0.0017,0.0002,4,0.8812,0.4776,0.6528,0.8242,0.0012,0.2793,49.52,26.31,40.14,8.04,0.29,2.69,0.3982,0.0119,0.2508
0,90,0.06,3.68,4,0,-0.0250,-0.0309,-0.2081,-0.2220,-0.4383,-0.4581,0.1509,0.1149,0.0360,4,0.9460,0.3635,0.7615,0.8021,0.0093,0.3059,60.71,18.55,33.43,11.80,-0.41,5.28,0.3430,-0.1312,0.0120
0,90,0.06,4.71,4,0,0.0034,-0.0076,-0.1518,-0.1757,-0.3787,-0.4136,0.2625,0.2049,0.0576,4,0.9219,0.7252,0.8381,0.9259,0.0073,0.3325,34.28,19.60,27.51,9.01,0.46,4.07,0.1989,-0.2199,0.0021
0,90,0.06,4.64,4,0,-0.0582,-0.0731,-0.0752,-0.0913,-0.4006,-0.4358,0.2386,0.2333,0.0053,4,0.8876,0.2982,0.5501,0.8678,0.0005,0.3150,49.29,23.77,41.42,6.50,1.55,3.80,0.2340,-0.1937,0.0692
0,90,0.06,8.49,8,0,0.3098,0.2993,0.2817,0.2664,0.1946,0.1336,0.4191,0.3981,0.0210,8,0.7135,0.2786,0.4898,0.9768,0.0000,0.3520,61.03,29.19,45.96,5.22,-4.44,0.29,-0.0503,-0.4191,-0.2097
0,90,0.06,18.75,14,0,0.0149,0.0120,-0.2786,-0.2989,-0.3722,-0.3954,0.1942,0.1166,0.0776,14,0.9714,0.3802,0.7607,0.8032,0.0019,0.2929,61.82,11.17,35.53,-4.86,-15.63,-11.66,0.2807,-0.1337,0.0361
0,90,0.06,2.28,3,0,0.0053,0.0026,-0.2846,-0.3006,-0.3941,-0.4128,0.1550,0.0955,0.0595,3,0.9627,0.7104,0.8509,0.8838,0.0099,0.3248,34.19,13.01,25.21,13.44,4.20,10.28,0.3389,-0.1353,0.0840
0,90,0.06,2.38,3,0,-0.0336,-0.0381,-0.2148,-0.2252,-0.4531,-0.4680,0.1133,0.0870,0.0263,4,0.9243,0.0448,0.5473,0.7133,0.0033,0.2642,80.71,16.71,45.24,4.90,1.43,2.96,0.3406,0.1466,0.2516
0,90,0.06,4.43,5,0,0.1209,0.1106,-0.0640,-0.1069,-0.1748,-0.2281,0.4296,0.2844,0.1452,5,0.9230,0.4340,0.6894,0.9583,0.0020,0.3118,58.38,22.21,38.74,6.07,-1.43,3.01,0.0063,-0.3256,-0.2151
0,90,0.06,11.88,8,0,-0.0038,-0.0235,-0.0514,-0.0763,-0.3355,-0.3802,0.3110,0.2876,0.0234,8,0.8746,0.1300,0.6150,0.8242,0.0080,0.2944,69.87,23.22,41.89,6.87,-7.75,-3.06,0.1149,-0.2505,-0.0998
0,90,0.06,9.51,4,1,-0.0037,-0.0038,-0.3341,-0.3350,-0.4094,-0.4104,0.0084,0.0048,0.0036,5,0.8249,0.3683,0.6550,0.8891,0.0024,0.3056,60.47,29.26,41.67,4.68,-3.32,0.05,0.4552,0.0015,0.3140
0,90,0.06,3.27,4,0,-0.0953,-0.1017,-0.1337,-0.1412,-0.4794,-0.4932,0.0953,0.0904,0.0049,4,0.9190,0.7511,0.8683,0.7393,0.0312,0.3243,39.88,18.65,26.81,7.35,0.41,3.38,0.0779,-0.0756,0.0013
0,90,0.06,3.63,5,0,0.0989,0.0983,-0.1752,-0.1833,-0.2195,-0.2282,0.3983,0.2033,0.1950,5,0.4094,0.0560,0.2489,0.8294,0.0013,0.2167,89.02,61.14,74.04,10.26,1.60,5.62,0.0018,-0.3845,-0.1401
0,90,0.06,4.05,4,0,0.3088,0.3049,0.2793,0.2736,0.1978,0.1369,0.4119,0.4039,0.0079,5,0.1234,0.0372,0.0689,0.8308,0.0089,0.2572,91.34,68.59,80.23,2.14,-1.68,0.20,-0.0779,-0.4021,-0.2193
0,90,0.06,9.86,9,0,0.0093,0.0020,-0.2039,-0.2265,-0.3840,-0.4139,0.2351,0.1664,0.0687,9,0.9751,0.6953,0.8470,0.8822,0.0248,0.3198,40.11,11.47,25.71,0.40,-6.86,-3.64,0.1945,-0.2056,-0.0403
0,90,0.06,1.86,3,0,0.0990,0.0959,-0.1580,-0.1983,-0.2010,-0.2444,0.3979,0.2198,0.1781,3,0.9621,0.9445,0.9550,0.6648,0.0157,0.3272,15.29,14.55,14.80,11.23,3.53,8.41,0.0664,-0.1663,-0.0692
0,90,0.06,10.62,9,0,0.0009,0.0009,-0.3687,-0.3718,-0.3734,-0.3766,0.0425,0.0214,0.0211,9,0.9631,0.5269,0.8020,0.8859,0.0004,0.3263,50.90,11.65,29.57,5.80,-7.79,-2.72,0.4514,0.0350,0.1944
0,90,0.06,5.39,6,0,0.0249,0.0216,-0.2653,-0.2896,-0.3511,-0.3787,0.2316,0.1376,0.0940,6,0.9783,0.8542,0.9295,0.7704,0.0065,0.3292,27.70,11.08,17.67,7.70,-3.53,2.31,0.2327,-0.2021,0.0295
0,90,0.06,5.17,6,0,0.1567,0.1480,-0.0259,-0.0732,-0.1058,-0.1618,0.4614,0.2891,0.1722,6,0.8651,0.5136,0.6753,0.9564,0.0001,0.3141,50.90,27.87,40.06,5.45,-2.34,1.24,-0.1247,-0.4188,-0.2667
0,90,0.06,5.60,8,0,0.0315,0.0149,-0.0777,-0.1071,-0.3123,-0.3582,0.3367,0.2791,0.0576,8,0.9219,0.4543,0.7426,0.9098,0.0005,0.3247,53.00,19.60,34.17,8.11,-1.04,1.59,0.1247,-0.2553,-0.1096
0,90,0.06,13.09,10,0,0.0217,0.0109,-0.1515,-0.1786,-0.3527,-0.3906,0.2902,0.2175,0.0727,10,0.9783,0.4471,0.7948,0.8607,0.0002,0.3267,39.84,11.08,23.37,2.61,-11.23,-3.70,0.1741,-0.2730,-0.0513
0,90,0.06,8.05,6,0,-0.0405,-0.0453,-0.2040,-0.2140,-0.4585,-0.4732,0.1100,0.0870,0.0231,6,0.9707,0.0509,0.6514,0.8865,0.0000,0.2979,86.20,13.13,37.36,5.66,-4.57,-1.03,0.2920,-0.0287,0.1755
0,90,0.06,12.39,8,0,-0.0272,-0.0277,-0.2604,-0.2622,-0.4577,-0.4601,0.0181,0.0129,0.0053,8,0.9407,0.5068,0.8001,0.9786,0.0067,0.3441,46.89,18.28,30.55,-1.13,-8.67,-4.66,0.4733,0.0298,0.2198
0,90,0.06,3.11,4,0,-0.0039,-0.0042,-0.3289,-0.3320,-0.4102,-0.4137,0.0295,0.0172,0.0123,4,0.8542,0.5960,0.7000,0.8527,0.0008,0.3035,55.93,27.70,41.38,9.23,2.28,6.35,0.4349,0.1012,0.2360
0,90,0.06,8.07,6,0,-0.0915,-0.0980,-0.1037,-0.1105,-0.4484,-0.4732,0.1668,0.1652,0.0015,6,0.8204,0.3564,0.6350,0.9028,0.0150,0.3148,68.64,13.35,35.05,9.03,-4.74,0.31,0.1288,-0.1631,-0.0229
0,90,0.06,3.48,5,0,0.0956,0.0842,-0.0862,-0.1255,-0.2220,-0.2727,0.4020,0.2772,0.1248,5,0.1140,0.0028,0.0466,0.5067,0.0087,0.2006,90.05,83.70,87.69,10.24,1.09,5.19,-0.0024,-0.2920,-0.1488
0,90,0.06,13.71,11,0,0.0415,0.0369,-0.2280,-0.2579,-0.3207,-0.3551,0.2870,0.1740,0.1130,11,0.9481,0.0164,0.6373,0.9136,0.0002,0.3136,89.28,18.61,40.58,-3.46,-10.78,-7.19,0.1322,-0.2869,-0.0520
0,90,0.06,9.34,4,1,0.0101,0.0033,-0.2128,-0.2352,-0.3841,-0.4132,0.2299,0.1599,0.0700,5,0.9379,0.4649,0.7664,0.9554,0.0003,0.3173,50.17,18.09,34.92,7.69,-5.62,-1.41,0.0590,-0.1148,-0.0237
