Twinned,Orientation,Strain_level,Grain_size,Triple_points,Near_edge,T_SF1,T_SF2,T_SF3,T_SF4,T_SF5,T_SF6,S_SF1,S_SF2,S_SF3,Neighbor_grain_n,Max_B-b_m,Min_B-b_m,Mean_B-b_m,Max_B-t_m,Min_B-t_m,Mean_B-t_m,Max_Gbmisang,Min_Gbmisang,Mean_Gbmisang,Max_deltaGs,Min_deltaGs,Mean_deltaGs,Max_deltaBSF,Min_deltaBSF,Mean_deltaBSF
1,0,0.06,8.31 ,3,0,0.4661 ,0.4624 ,0.4557 ,0.4508 ,0.4294 ,0.4208 ,0.2513 ,0.1505 ,0.1008 ,3,0.8999 ,0.2168 ,0.4935 ,0.7306 ,0.0183 ,0.3357 ,31.75 ,20.01 ,25.65 ,50.50 ,1.23 ,21.44 ,0.0387 ,-0.1092 ,-0.0317 
0,0,0.06,5.90 ,3,0,0.3595 ,0.3551 ,0.3329 ,0.3259 ,0.2781 ,0.2222 ,0.3803 ,0.3689 ,0.0114 ,3,0.8845 ,0.1981 ,0.6049 ,0.8445 ,0.0247 ,0.3279 ,43.63 ,27.78 ,37.09 ,39.87 ,3.89 ,21.90 ,0.0838 ,-0.3381 ,-0.1222 
1,0,0.06,11.59 ,3,1,0.4290 ,0.4224 ,0.4010 ,0.3863 ,0.3655 ,0.3441 ,0.3470 ,0.2181 ,0.1289 ,4,0.9223 ,0.0803 ,0.4963 ,0.8296 ,0.0207 ,0.3161 ,71.35 ,19.76 ,37.73 ,16.25 ,-9.03 ,3.28 ,0.1171 ,-0.0152 ,0.0770 
1,0,0.06,33.89 ,8,0,0.4430 ,0.4399 ,0.4249 ,0.4180 ,0.4113 ,0.3712 ,0.2769 ,0.2601 ,0.0168 ,8,0.9614 ,0.0284 ,0.5596 ,0.9704 ,0.0207 ,0.3432 ,44.87 ,15.05 ,28.70 ,24.92 ,-30.49 ,-5.15 ,0.0974 ,-0.2347 ,-0.0316 
1,0,0.06,10.42 ,7,0,0.4887 ,0.4879 ,0.4856 ,0.4842 ,0.4735 ,0.4667 ,0.1487 ,0.1040 ,0.0448 ,7,0.8942 ,0.0676 ,0.5762 ,0.9136 ,0.0181 ,0.3545 ,36.76 ,19.09 ,28.86 ,7.78 ,-8.43 ,-2.17 ,0.3238 ,-0.0381 ,0.2077 
1,0,0.06,21.96 ,8,1,0.4621 ,0.4538 ,0.4525 ,0.4411 ,0.4275 ,0.4078 ,0.2599 ,0.1854 ,0.0746 ,9,0.8362 ,0.0333 ,0.5688 ,0.8490 ,0.0004 ,0.3396 ,38.11 ,8.58 ,26.72 ,-3.76 ,-17.67 ,-12.59 ,0.1270 ,-0.1296 ,0.0009 
1,0,0.06,14.86 ,4,0,0.4967 ,0.4964 ,0.4958 ,0.4930 ,0.4881 ,0.4850 ,0.0898 ,0.0637 ,0.0261 ,4,0.5807 ,0.1724 ,0.3604 ,0.7509 ,0.0426 ,0.3436 ,25.00 ,14.62 ,19.72 ,18.94 ,-12.43 ,3.89 ,0.1600 ,0.0142 ,0.1029 
1,0,0.06,4.65 ,3,0,0.3518 ,0.3357 ,0.3053 ,0.2646 ,0.2473 ,0.1905 ,0.4359 ,0.3259 ,0.1100 ,3,0.8288 ,0.1564 ,0.4661 ,0.8608 ,0.0011 ,0.3364 ,50.02 ,25.41 ,38.36 ,13.55 ,5.77 ,8.64 ,-0.1397 ,-0.3252 ,-0.2507 
0,0,0.06,10.20 ,6,0,0.4784 ,0.4741 ,0.4728 ,0.4690 ,0.4542 ,0.4436 ,0.2027 ,0.1383 ,0.0644 ,6,0.9763 ,0.0333 ,0.5906 ,0.9439 ,0.0021 ,0.3428 ,40.22 ,11.06 ,25.87 ,11.76 ,-5.43 ,4.58 ,0.1042 ,-0.1876 ,0.0190 
1,0,0.06,8.07 ,5,0,0.3794 ,0.3730 ,0.3549 ,0.3442 ,0.3083 ,0.2549 ,0.3666 ,0.3478 ,0.0188 ,4,0.9599 ,0.4427 ,0.6793 ,0.9016 ,0.0220 ,0.3371 ,34.26 ,12.16 ,20.83 ,37.70 ,-3.66 ,7.77 ,0.0858 ,-0.3244 ,-0.1417 
1,0,0.06,18.20 ,12,0,0.4410 ,0.4323 ,0.4255 ,0.4069 ,0.4053 ,0.3644 ,0.2962 ,0.2520 ,0.0442 ,13,0.9531 ,0.0529 ,0.5471 ,0.9278 ,0.0010 ,0.3374 ,50.02 ,8.58 ,30.50 ,3.76 ,-16.21 ,-8.95 ,0.1397 ,-0.2811 ,-0.0750 
1,0,0.06,58.81 ,18,1,0.4619 ,0.4616 ,0.4453 ,0.4445 ,0.4428 ,0.4091 ,0.2267 ,0.2243 ,0.0024 ,16,0.9581 ,0.2168 ,0.6577 ,0.8895 ,0.0001 ,0.3364 ,49.58 ,16.10 ,29.49 ,-24.92 ,-57.05 ,-44.49 ,0.2722 ,-0.0846 ,0.1092 
1,0,0.06,9.54 ,4,0,0.4891 ,0.4891 ,0.4886 ,0.4881 ,0.4736 ,0.4723 ,0.1421 ,0.0773 ,0.0649 ,4,0.8999 ,0.5588 ,0.7499 ,0.7028 ,0.0243 ,0.3392 ,29.44 ,18.22 ,23.04 ,49.27 ,-1.23 ,20.91 ,0.1479 ,0.0846 ,0.1123 
1,0,0.06,4.41 ,4,0,0.2790 ,0.2544 ,0.2425 ,0.2042 ,0.1298 ,0.0669 ,0.4524 ,0.3910 ,0.0614 ,4,0.9599 ,0.5135 ,0.7542 ,0.9762 ,0.0095 ,0.3434 ,42.06 ,12.16 ,24.62 ,41.36 ,0.06 ,12.89 ,-0.0500 ,-0.4102 ,-0.1928 
1,0,0.06,4.48 ,5,0,0.4683 ,0.4645 ,0.4564 ,0.4511 ,0.4450 ,0.4197 ,0.2273 ,0.1934 ,0.0339 ,5,0.9811 ,0.5135 ,0.6931 ,0.8482 ,0.0369 ,0.3428 ,31.72 ,7.90 ,19.78 ,41.29 ,-0.06 ,13.74 ,0.2251 ,-0.1851 ,0.0930 
1,0,0.06,9.79 ,6,0,0.4606 ,0.4595 ,0.4467 ,0.4451 ,0.4173 ,0.4146 ,0.2679 ,0.1412 ,0.1267 ,6,0.5340 ,0.0089 ,0.2961 ,0.9486 ,0.0051 ,0.3260 ,51.34 ,10.93 ,32.52 ,35.98 ,-3.89 ,9.17 ,0.1962 ,-0.2258 ,0.0056 
1,0,0.06,11.24 ,6,0,0.4935 ,0.4934 ,0.4919 ,0.4870 ,0.4844 ,0.4763 ,0.1107 ,0.0987 ,0.0120 ,6,0.8240 ,0.0429 ,0.2227 ,0.9629 ,0.0028 ,0.3528 ,39.96 ,23.24 ,31.58 ,14.97 ,-6.59 ,1.89 ,0.3252 ,0.0381 ,0.1718 
1,0,0.06,18.06 ,6,0,0.4597 ,0.4561 ,0.4451 ,0.4374 ,0.4359 ,0.4025 ,0.2458 ,0.2207 ,0.0251 ,6,0.9700 ,0.5807 ,0.8310 ,0.7056 ,0.0047 ,0.3441 ,29.53 ,13.89 ,22.56 ,40.64 ,-3.20 ,10.41 ,0.1130 ,-0.1560 ,-0.0293 
1,0,0.06,9.46 ,5,0,0.4837 ,0.4814 ,0.4789 ,0.4779 ,0.4640 ,0.4556 ,0.1771 ,0.1210 ,0.0561 ,5,0.8775 ,0.0089 ,0.6104 ,0.8156 ,0.0069 ,0.3442 ,34.85 ,20.66 ,24.74 ,36.31 ,-3.67 ,7.16 ,0.2254 ,-0.1349 ,0.0491 
0,0,0.06,27.83 ,10,0,0.2970 ,0.2778 ,0.2390 ,0.1967 ,0.1513 ,0.0898 ,0.4641 ,0.3607 ,0.1034 ,10,0.8916 ,0.0056 ,0.4905 ,0.7757 ,0.0041 ,0.2946 ,86.63 ,22.94 ,44.90 ,17.94 ,-21.93 ,-11.15 ,-0.0064 ,-0.4219 ,-0.1725 
1,0,0.06,10.89 ,8,0,0.3982 ,0.3957 ,0.3471 ,0.3400 ,0.3033 ,0.2937 ,0.4024 ,0.2179 ,0.1846 ,8,0.9689 ,0.5950 ,0.7930 ,0.8556 ,0.0022 ,0.3286 ,33.83 ,14.21 ,23.70 ,34.88 ,-6.48 ,3.51 ,0.0500 ,-0.3603 ,-0.1630 
0,0,0.06,13.86 ,3,1,0.1504 ,0.1473 ,-0.0712 ,-0.1008 ,-0.1210 ,-0.1536 ,0.4577 ,0.2493 ,0.2084 ,4,0.3267 ,0.0056 ,0.1239 ,0.8293 ,0.0002 ,0.2603 ,86.63 ,52.94 ,69.96 ,13.97 ,-2.27 ,2.84 ,0.0064 ,-0.2912 ,-0.1454 
1,0,0.06,5.78 ,4,0,0.4982 ,0.4982 ,0.4970 ,0.4951 ,0.4909 ,0.4890 ,0.0738 ,0.0497 ,0.0241 ,4,0.7791 ,0.0330 ,0.5797 ,0.8820 ,0.0022 ,0.3433 ,35.81 ,21.02 ,31.54 ,10.28 ,3.67 ,6.03 ,0.3287 ,0.1033 ,0.2491 
1,0,0.06,6.23 ,4,0,0.4982 ,0.4980 ,0.4978 ,0.4934 ,0.4928 ,0.4886 ,0.0657 ,0.0628 ,0.0029 ,4,0.9037 ,0.3302 ,0.6084 ,0.7930 ,0.0009 ,0.3417 ,24.39 ,13.51 ,17.59 ,19.99 ,-3.57 ,6.08 ,0.1673 ,0.1116 ,0.1492 
0,0,0.06,3.29 ,2,0,0.4877 ,0.4868 ,0.4851 ,0.4848 ,0.4710 ,0.4664 ,0.1542 ,0.0969 ,0.0573 ,2,0.3785 ,0.0470 ,0.2128 ,0.8784 ,0.0078 ,0.3453 ,39.75 ,20.13 ,29.94 ,22.92 ,13.27 ,18.10 ,0.2047 ,0.0732 ,0.1389 
1,0,0.06,2.66 ,3,0,0.4738 ,0.4719 ,0.4670 ,0.4649 ,0.4431 ,0.4391 ,0.2217 ,0.1239 ,0.0978 ,3,0.7328 ,0.1980 ,0.5318 ,0.7528 ,0.0151 ,0.3404 ,26.81 ,18.57 ,23.25 ,23.56 ,3.57 ,10.27 ,0.0113 ,-0.1560 ,-0.0464 
1,0,0.06,14.02 ,8,0,0.4836 ,0.4812 ,0.4809 ,0.4792 ,0.4627 ,0.4580 ,0.1773 ,0.1071 ,0.0703 ,8,0.9779 ,0.0583 ,0.5312 ,0.8003 ,0.0072 ,0.3396 ,28.28 ,12.02 ,20.32 ,12.19 ,-7.80 ,-0.67 ,0.1188 ,-0.1623 ,0.0013 
0,0,0.06,2.33 ,4,0,0.3607 ,0.3397 ,0.3355 ,0.3003 ,0.2682 ,0.2119 ,0.4086 ,0.3453 ,0.0633 ,4,0.6724 ,0.1535 ,0.4361 ,0.8117 ,0.0009 ,0.2956 ,57.53 ,26.33 ,38.02 ,15.33 ,1.97 ,9.24 ,-0.0260 ,-0.3936 ,-0.2104 
1,0,0.06,17.66 ,7,0,0.4997 ,0.4995 ,0.4991 ,0.4986 ,0.4981 ,0.4977 ,0.0150 ,0.0110 ,0.0040 ,7,0.9482 ,0.4797 ,0.7681 ,0.8483 ,0.0313 ,0.3445 ,34.20 ,10.54 ,23.19 ,0.55 ,-15.33 ,-5.77 ,0.3936 ,0.1447 ,0.2461 
1,0,0.06,12.66 ,3,1,0.4473 ,0.4437 ,0.4269 ,0.4203 ,0.3944 ,0.3841 ,0.3068 ,0.1781 ,0.1288 ,4,0.8807 ,0.1735 ,0.5767 ,0.8178 ,0.0363 ,0.3398 ,29.73 ,25.14 ,27.50 ,9.30 ,-2.46 ,2.04 ,-0.0078 ,-0.1471 ,-0.0765 
1,0,0.06,6.34 ,6,0,0.4705 ,0.4636 ,0.4636 ,0.4556 ,0.4410 ,0.4261 ,0.2330 ,0.1628 ,0.0702 ,6,0.9037 ,0.2396 ,0.5413 ,0.8900 ,0.0256 ,0.3444 ,33.97 ,18.45 ,24.06 ,19.88 ,-3.68 ,5.34 ,0.0475 ,-0.1673 ,-0.0375 
1,0,0.06,13.44 ,7,0,0.4836 ,0.4833 ,0.4765 ,0.4723 ,0.4711 ,0.4530 ,0.1597 ,0.1553 ,0.0044 ,7,0.9865 ,0.1200 ,0.3822 ,0.8003 ,0.0105 ,0.3315 ,69.10 ,9.27 ,28.07 ,4.21 ,-11.12 ,-3.76 ,0.2489 ,-0.1447 ,0.0698 
1,0,0.06,10.84 ,5,0,0.4037 ,0.3957 ,0.3821 ,0.3679 ,0.3459 ,0.2965 ,0.3447 ,0.3170 ,0.0277 ,5,0.6545 ,0.0330 ,0.3772 ,0.8566 ,0.0096 ,0.3256 ,37.69 ,4.84 ,25.43 ,5.21 ,-5.06 ,0.16 ,0.0225 ,-0.2709 ,-0.1209 
1,0,0.06,7.28 ,3,0,0.4698 ,0.4649 ,0.4617 ,0.4557 ,0.4376 ,0.4267 ,0.2376 ,0.1522 ,0.0855 ,3,0.9168 ,0.8008 ,0.8414 ,0.7525 ,0.0896 ,0.3448 ,36.61 ,22.05 ,30.12 ,14.66 ,3.61 ,9.01 ,0.1648 ,0.1005 ,0.1316 
0,0,0.06,4.30 ,4,0,-0.0596 ,-0.0750 ,-0.0763 ,-0.0929 ,-0.4032 ,-0.4379 ,0.2354 ,0.2300 ,0.0054 ,4,0.4387 ,0.0935 ,0.2289 ,0.9088 ,0.0000 ,0.2445 ,73.87 ,43.28 ,60.95 ,9.15 ,-1.97 ,4.23 ,0.1732 ,-0.0965 ,0.0370 
1,0,0.06,33.80 ,11,0,0.4655 ,0.4577 ,0.4569 ,0.4468 ,0.4328 ,0.4150 ,0.2498 ,0.1769 ,0.0728 ,11,0.9464 ,0.1724 ,0.6374 ,0.7982 ,0.0267 ,0.3427 ,29.44 ,15.01 ,24.38 ,49.29 ,-31.37 ,-5.49 ,0.2239 ,-0.1600 ,-0.0030 
1,0,0.06,45.77 ,19,0,0.4998 ,0.4992 ,0.4990 ,0.4963 ,0.4958 ,0.4937 ,0.0422 ,0.0391 ,0.0031 ,17,0.9257 ,0.0550 ,0.6664 ,0.9043 ,0.0044 ,0.3428 ,84.60 ,16.69 ,31.80 ,37.32 ,-41.36 ,-25.51 ,0.4219 ,0.1283 ,0.2526 
1,0,0.06,28.37 ,6,0,0.4753 ,0.4730 ,0.4691 ,0.4668 ,0.4461 ,0.4415 ,0.2161 ,0.1233 ,0.0928 ,6,0.9394 ,0.1913 ,0.5793 ,0.8407 ,0.0080 ,0.3477 ,30.23 ,19.36 ,23.59 ,54.71 ,-8.25 ,17.54 ,0.1582 ,-0.1739 ,0.0285 
1,0,0.06,14.89 ,5,0,0.4521 ,0.4453 ,0.4380 ,0.4240 ,0.4220 ,0.3865 ,0.2718 ,0.2307 ,0.0411 ,5,0.9335 ,0.0830 ,0.5513 ,0.8286 ,0.0081 ,0.3309 ,68.91 ,16.32 ,36.32 ,12.94 ,-2.41 ,2.45 ,0.1923 ,-0.1052 ,0.0612 
1,0,0.06,6.84 ,3,0,0.4568 ,0.4544 ,0.4410 ,0.4373 ,0.4108 ,0.4047 ,0.2806 ,0.1563 ,0.1243 ,3,0.5668 ,0.1073 ,0.3126 ,0.9146 ,0.0182 ,0.3374 ,33.97 ,25.51 ,29.54 ,7.27 ,-0.51 ,4.65 ,-0.0475 ,-0.1032 ,-0.0770 
1,0,0.06,16.56 ,6,0,0.4236 ,0.4182 ,0.3911 ,0.3784 ,0.3536 ,0.3355 ,0.3589 ,0.2158 ,0.1431 ,5,0.8763 ,0.0470 ,0.4636 ,0.9613 ,0.0058 ,0.3345 ,45.39 ,16.66 ,30.31 ,42.14 ,-13.27 ,7.95 ,0.0879 ,-0.2047 ,-0.0901 
1,0,0.06,13.08 ,5,0,0.3304 ,0.3269 ,0.3018 ,0.2965 ,0.2324 ,0.1734 ,0.3995 ,0.3916 ,0.0079 ,5,0.9335 ,0.4976 ,0.7325 ,0.8736 ,0.0102 ,0.3283 ,38.01 ,16.32 ,29.29 ,14.75 ,-5.24 ,3.71 ,0.0646 ,-0.2226 ,-0.1179 
0,0,0.06,1.91 ,3,0,0.4097 ,0.4019 ,0.3724 ,0.3521 ,0.3335 ,0.3055 ,0.3814 ,0.2426 ,0.1388 ,3,0.8275 ,0.2515 ,0.5312 ,0.8330 ,0.0406 ,0.3300 ,31.49 ,11.37 ,22.84 ,14.15 ,8.07 ,11.41 ,0.1142 ,-0.1487 ,-0.0163 
0,0,0.06,2.36 ,0,0,0.2217 ,0.2011 ,0.1453 ,0.1026 ,0.0189 ,-0.0444 ,0.4733 ,0.3748 ,0.0986 ,1,0.0170 ,0.0170 ,0.0170 ,0.5606 ,0.0420 ,0.2729 ,80.50 ,80.50 ,80.50 ,13.91 ,13.91 ,13.91 ,-0.0266 ,-0.0266 ,-0.0266 
1,0,0.06,18.17 ,3,0,0.4849 ,0.4830 ,0.4821 ,0.4811 ,0.4653 ,0.4606 ,0.1704 ,0.1038 ,0.0666 ,3,0.9257 ,0.6603 ,0.7561 ,0.9186 ,0.0037 ,0.3472 ,41.03 ,18.85 ,32.09 ,64.91 ,3.77 ,32.09 ,0.1677 ,-0.1283 ,0.0556 
0,0,0.06,7.47 ,5,0,0.4898 ,0.4896 ,0.4892 ,0.4885 ,0.4748 ,0.4731 ,0.1389 ,0.0771 ,0.0618 ,5,0.9865 ,0.0935 ,0.4899 ,0.7577 ,0.0014 ,0.3297 ,73.87 ,9.27 ,31.33 ,6.94 ,-3.18 ,3.77 ,0.2670 ,0.0209 ,0.1577 
1,0,0.06,10.88 ,7,0,0.3495 ,0.3485 ,0.3213 ,0.3198 ,0.2648 ,0.2079 ,0.3826 ,0.3801 ,0.0025 ,7,0.9679 ,0.2634 ,0.6346 ,0.9246 ,0.0029 ,0.3294 ,54.94 ,14.59 ,32.51 ,6.78 ,-8.55 ,-0.17 ,0.0260 ,-0.3676 ,-0.1294 
1,0,0.06,13.93 ,9,0,0.4690 ,0.4634 ,0.4594 ,0.4522 ,0.4421 ,0.4214 ,0.2327 ,0.1807 ,0.0521 ,9,0.9121 ,0.2055 ,0.5037 ,0.8859 ,0.0004 ,0.3408 ,49.49 ,10.93 ,31.48 ,13.90 ,-12.02 ,-0.85 ,0.2629 ,0.0297 ,0.1366 
1,0,0.06,14.12 ,10,0,0.4787 ,0.4748 ,0.4728 ,0.4694 ,0.4553 ,0.4439 ,0.2005 ,0.1403 ,0.0602 ,10,0.9779 ,0.1073 ,0.6207 ,0.9468 ,0.0026 ,0.3465 ,44.92 ,12.02 ,26.84 ,12.10 ,-10.12 ,-2.18 ,0.2616 ,-0.1854 ,0.0637 
0,0,0.06,9.60 ,3,0,0.3274 ,0.3216 ,0.2365 ,0.2110 ,0.1864 ,0.1551 ,0.4737 ,0.2761 ,0.1976 ,3,0.8667 ,0.2655 ,0.5912 ,0.7859 ,0.0019 ,0.3108 ,44.36 ,21.96 ,32.73 ,73.49 ,24.20 ,48.93 ,-0.1757 ,-0.2239 ,-0.2013 
1,0,0.06,21.94 ,7,0,0.4296 ,0.4186 ,0.4081 ,0.3846 ,0.3757 ,0.3412 ,0.3381 ,0.2428 ,0.0953 ,7,0.9811 ,0.5962 ,0.7882 ,0.9345 ,0.0174 ,0.3343 ,36.39 ,7.90 ,23.03 ,61.14 ,-17.47 ,4.59 ,0.0644 ,-0.2959 ,-0.0888 
0,0,0.06,4.00 ,3,0,0.4841 ,0.4837 ,0.4772 ,0.4735 ,0.4710 ,0.4540 ,0.1600 ,0.1511 ,0.0089 ,3,0.8524 ,0.4795 ,0.6516 ,0.9240 ,0.0003 ,0.3420 ,49.70 ,31.73 ,41.39 ,10.71 ,4.27 ,8.37 ,0.3021 ,0.0404 ,0.1836 
1,0,0.06,7.85 ,5,0,0.4623 ,0.4559 ,0.4513 ,0.4423 ,0.4252 ,0.4098 ,0.2624 ,0.1741 ,0.0883 ,5,0.9121 ,0.3682 ,0.6263 ,0.9487 ,0.0223 ,0.3536 ,38.22 ,23.27 ,28.91 ,14.54 ,5.24 ,10.00 ,0.1935 ,-0.0855 ,0.0588 
1,0,0.06,9.98 ,4,0,0.2183 ,0.2161 ,0.0421 ,0.0265 ,-0.0123 ,-0.0300 ,0.4956 ,0.2625 ,0.2331 ,4,0.8275 ,0.2897 ,0.5786 ,0.8231 ,0.0047 ,0.2956 ,49.49 ,25.65 ,35.97 ,10.40 ,-8.07 ,3.09 ,-0.1142 ,-0.2629 ,-0.1650 
0,0,0.06,8.27 ,5,0,0.1603 ,0.1470 ,0.0130 ,-0.0321 ,-0.1016 ,-0.1600 ,0.4621 ,0.3203 ,0.1418 ,5,0.5197 ,0.0404 ,0.3176 ,0.9501 ,0.0022 ,0.3082 ,78.74 ,44.92 ,56.54 ,7.76 ,-4.27 ,3.59 ,-0.0938 ,-0.3295 ,-0.2229 
1,0,0.06,26.22 ,19,0,0.4725 ,0.4699 ,0.4651 ,0.4622 ,0.4409 ,0.4354 ,0.2274 ,0.1311 ,0.0963 ,17,0.9700 ,0.1958 ,0.5533 ,0.9434 ,0.0066 ,0.3463 ,40.55 ,13.89 ,25.11 ,-3.22 ,-23.56 ,-15.31 ,0.2307 ,-0.1617 ,0.0369 
0,0,0.06,3.07 ,3,0,0.4362 ,0.4254 ,0.4176 ,0.3961 ,0.3867 ,0.3544 ,0.3241 ,0.2344 ,0.0897 ,3,0.7760 ,0.0416 ,0.3978 ,0.9247 ,0.0039 ,0.3431 ,53.24 ,30.08 ,41.40 ,23.15 ,4.95 ,11.82 ,0.1153 ,-0.0967 ,0.0098 
1,0,0.06,16.06 ,10,0,0.3789 ,0.3724 ,0.3543 ,0.3436 ,0.3074 ,0.2540 ,0.3671 ,0.3484 ,0.0187 ,10,0.9689 ,0.0253 ,0.6102 ,0.7949 ,0.0029 ,0.3170 ,39.01 ,4.84 ,25.87 ,67.03 ,-14.15 ,2.55 ,0.1284 ,-0.2934 ,-0.0526 
1,0,0.06,13.18 ,4,1,0.4390 ,0.4304 ,0.4231 ,0.4049 ,0.4021 ,0.3607 ,0.2991 ,0.2565 ,0.0426 ,5,0.9523 ,0.1975 ,0.6428 ,0.6214 ,0.0576 ,0.3333 ,30.93 ,16.15 ,23.13 ,1.23 ,-6.20 ,-2.19 ,0.1068 ,-0.1602 ,-0.0398 
0,0,0.06,16.27 ,4,0,0.3278 ,0.3089 ,0.2814 ,0.2409 ,0.2064 ,0.1470 ,0.4467 ,0.3503 ,0.0965 ,5,0.9572 ,0.0170 ,0.3449 ,0.9156 ,0.0099 ,0.2965 ,80.50 ,16.91 ,47.14 ,42.43 ,-13.91 ,6.10 ,0.0266 ,-0.2194 ,-0.0930 
1,0,0.06,12.47 ,2,1,0.4847 ,0.4847 ,0.4834 ,0.4833 ,0.4648 ,0.4646 ,0.1665 ,0.0838 ,0.0827 ,3,0.3267 ,0.1333 ,0.2606 ,0.9583 ,0.0015 ,0.3480 ,52.94 ,16.81 ,32.56 ,7.00 ,1.38 ,3.60 ,0.2912 ,0.0103 ,0.1356 
1,0,0.06,10.44 ,6,0,0.4354 ,0.4336 ,0.4071 ,0.4034 ,0.3705 ,0.3650 ,0.3348 ,0.1793 ,0.1555 ,6,0.6183 ,0.0365 ,0.3097 ,0.8735 ,0.0007 ,0.3302 ,45.44 ,17.22 ,30.52 ,15.77 ,-7.38 ,2.17 ,0.1273 ,-0.2022 ,-0.0371 
0,0,0.06,2.21 ,1,1,0.4638 ,0.4596 ,0.4509 ,0.4438 ,0.4393 ,0.4105 ,0.2394 ,0.2063 ,0.0331 ,2,0.7281 ,0.0465 ,0.3873 ,0.7493 ,0.0005 ,0.3012 ,51.84 ,31.27 ,41.56 ,4.78 ,1.55 ,3.16 ,0.1850 ,0.0456 ,0.1153 
1,0,0.06,6.98 ,3,1,0.4485 ,0.4393 ,0.4350 ,0.4174 ,0.4141 ,0.3788 ,0.2850 ,0.2327 ,0.0523 ,4,0.8628 ,0.2105 ,0.6360 ,0.8978 ,0.0131 ,0.3263 ,61.63 ,30.93 ,39.45 ,7.43 ,-4.78 ,1.41 ,0.1394 ,-0.0456 ,0.0572 
0,0,0.06,8.01 ,6,0,0.3654 ,0.3571 ,0.3036 ,0.2743 ,0.2586 ,0.2209 ,0.4394 ,0.2755 ,0.1639 ,6,0.9572 ,0.3540 ,0.5242 ,0.9408 ,0.0006 ,0.3335 ,53.24 ,16.91 ,38.50 ,50.68 ,-4.95 ,13.77 ,0.0073 ,-0.3068 ,-0.1502 
0,0,0.06,4.00 ,2,0,0.2804 ,0.2671 ,0.1875 ,0.1399 ,0.1182 ,0.0573 ,0.4847 ,0.3314 ,0.1532 ,2,0.7569 ,0.0685 ,0.4127 ,0.8015 ,0.0036 ,0.3168 ,66.21 ,37.06 ,51.64 ,10.71 ,10.41 ,10.56 ,-0.0788 ,-0.1164 ,-0.0976 
0,0,0.06,3.76 ,3,1,0.2671 ,0.2664 ,0.2356 ,0.2347 ,0.1338 ,0.0705 ,0.4244 ,0.4233 ,0.0011 ,4,0.2282 ,0.0465 ,0.1419 ,0.9285 ,0.0027 ,0.2972 ,64.78 ,45.91 ,56.04 ,10.65 ,-1.55 ,4.41 ,-0.0186 ,-0.2436 ,-0.1466 
1,0,0.06,19.47 ,5,1,0.4836 ,0.4815 ,0.4812 ,0.4797 ,0.4625 ,0.4589 ,0.1769 ,0.1025 ,0.0744 ,6,0.9120 ,0.3218 ,0.6559 ,0.8434 ,0.0170 ,0.3419 ,38.73 ,16.81 ,28.87 ,4.88 ,-11.62 ,-3.63 ,0.2818 ,-0.0103 ,0.1589 
1,0,0.06,14.41 ,11,0,0.3953 ,0.3950 ,0.3405 ,0.3396 ,0.2953 ,0.2940 ,0.4058 ,0.2050 ,0.2008 ,10,0.9679 ,0.0685 ,0.4493 ,0.9404 ,0.0005 ,0.3156 ,66.21 ,14.59 ,42.49 ,0.30 ,-11.30 ,-6.49 ,0.0794 ,-0.2670 ,-0.0606 
1,0,0.06,14.71 ,9,0,0.4171 ,0.4092 ,0.3842 ,0.3648 ,0.3470 ,0.3196 ,0.3683 ,0.2372 ,0.1311 ,8,0.7569 ,0.0404 ,0.5392 ,0.9628 ,0.0010 ,0.3442 ,78.74 ,33.46 ,46.88 ,1.31 ,-10.71 ,-4.99 ,0.1169 ,-0.2357 ,-0.0291 
0,0,0.06,3.11 ,4,0,0.3830 ,0.3675 ,0.3490 ,0.3116 ,0.3027 ,0.2498 ,0.4031 ,0.3051 ,0.0979 ,4,0.9239 ,0.0992 ,0.4133 ,0.9014 ,0.0000 ,0.3099 ,54.03 ,19.10 ,35.02 ,11.30 ,2.95 ,6.35 ,0.0822 ,-0.2986 ,-0.1090 
0,0,0.06,5.77 ,2,0,0.3665 ,0.3662 ,0.2921 ,0.2910 ,0.2428 ,0.2414 ,0.4418 ,0.2229 ,0.2189 ,2,0.6841 ,0.5916 ,0.6378 ,0.6086 ,0.0361 ,0.3163 ,30.67 ,24.89 ,27.78 ,65.16 ,52.92 ,59.04 ,-0.1563 ,-0.1722 ,-0.1643 
0,0,0.06,6.07 ,5,0,0.2884 ,0.2768 ,0.1928 ,0.1443 ,0.1335 ,0.0734 ,0.4852 ,0.3206 ,0.1647 ,5,0.9239 ,0.1186 ,0.4754 ,0.8150 ,0.0056 ,0.2862 ,60.52 ,19.10 ,40.04 ,9.96 ,-2.95 ,5.25 ,-0.0794 ,-0.3808 ,-0.2024 
0,0,0.06,4.13 ,3,0,0.2816 ,0.2766 ,0.1583 ,0.1315 ,0.1054 ,0.0736 ,0.4946 ,0.2806 ,0.2140 ,3,0.8527 ,0.7193 ,0.7744 ,0.8284 ,0.0044 ,0.3259 ,38.62 ,29.47 ,33.95 ,66.81 ,1.48 ,40.95 ,-0.0655 ,-0.2251 ,-0.1666 
